"PC1","PC2","PC3","celltype"
-0.113085334761083,0.0630149623212206,-0.991585004720034,"neoblast 1"
-0.343569285613722,0.00642991759485021,-0.939105320048076,"neoblast 1"
-0.498758848324788,0.0989644235738014,-0.861072386088671,"neoblast 1"
0.883574139824557,-0.467274768790622,0.0308387724295977,"psap+ parenchymal cells"
-0.42608818153226,0.604022199509574,-0.673502816666826,"neoblast 1"
-0.207880269882576,0.213609221380161,-0.954545386000534,"neoblast 1"
-0.36478787795934,0.860414698521242,-0.355831913496416,"early epidermal progenitors"
-0.132400701848955,0.990061908552415,-0.0474075034509677,"early epidermal progenitors"
-0.206481097778446,0.01326455868895,-0.978360673649036,"neoblast 1"
-0.194794947074171,0.124943964662001,-0.972853500938816,"neoblast 1"
-0.405456060510522,0.501513533459575,-0.764257521227093,"neoblast 1"
-0.0214201021755449,0.452225552980504,-0.891646358403525,"neoblast 1"
-0.0934209445022834,0.537095544101772,-0.838332215553191,"neoblast 1"
0.875762145083968,-0.354261826766253,-0.327931735783783,"ldlrr-1+ parenchymal cells"
0.910139845058769,-0.393365589027857,0.130034517744972,"phagocytes"
-0.367530206747777,0.516582397780364,-0.773346089038683,"neoblast 1"
-0.911144154872949,0.238757558433389,-0.335873722300192,"neural progenitors"
-0.661033796428474,-0.018370417426891,-0.750131220349427,"neoblast 1"
-0.071325582411083,0.736919069054347,0.672207517778398,"late epidermal progenitors 1"
